"date","phosphorus_added","nitrogen_added","month"
2026-01-29,0.00294368043798022,0.12315593296662,"January"
2026-01-30,0.00195946185127832,0.125541137577966,"January"
2026-01-31,0.00192316003260203,0.235644771484658,"January"
2026-02-01,0.017197676312644,0.48578971917741,"February"
2026-02-02,0.0186948886583559,0.566880195587873,"February"
2026-02-03,0.0248421920347028,0.594287613360211,"February"
2026-02-04,0.0165420230082236,0.41409779554233,"February"
2026-02-05,0.0159104399988428,0.491957038640976,"February"
2026-02-06,0.0164190690778196,0.540317023685202,"February"
2026-02-07,0.0219000710151158,0.417388033587486,"February"
2026-02-08,0.0211925648339093,0.598588803224266,"February"
2026-02-09,0.0239139411714859,0.450619798805565,"February"
2026-02-10,0.0217299909261055,0.409907687129453,"February"
2026-02-11,0.0223707773792557,0.53726498936303,"February"
2026-02-12,0.0202113572577946,0.557385470531881,"February"
2026-02-13,0.0215983844967559,0.470721215195954,"February"
2026-02-14,0.023218054601457,0.473288288991898,"February"
2026-02-15,0.0228628155170009,0.457420026138425,"February"
2026-02-16,0.024798219173681,0.415994582464918,"February"
2026-02-17,0.0193943153624423,0.473090853914619,"February"
2026-02-18,0.0181170220207423,0.435602762922645,"February"
2026-02-19,0.0190947495261207,0.507210744125768,"February"
2026-02-20,0.0151046711183153,0.500789742404595,"February"
2026-02-21,0.0168384952400811,0.589007020695135,"February"
2026-02-22,0.02342729318887,0.46826425679028,"February"
2026-02-23,0.0173116178205237,0.492942754831165,"February"
2026-02-24,0.0173909995565191,0.416506236325949,"February"
2026-02-25,0.0157669116533361,0.572021369216964,"February"
2026-02-26,0.0174572367803194,0.479132127994671,"February"
2026-02-27,0.0223213520552963,0.547179870074615,"February"
2026-02-28,0.0234745316510089,0.43434868119657,"February"
2026-03-01,0.0199752726708539,0.490952326264232,"March"
2026-03-02,0.0188790902984329,0.554040951887146,"March"
2026-03-03,0.0174644899414852,0.412529999669641,"March"
2026-03-04,0.0161109646130353,0.563016299018636,"March"
2026-03-05,0.0188999443524517,0.460228504892439,"March"
2026-03-06,0.0207193531398661,0.472934205597267,"March"
2026-03-07,0.0171689276280813,0.462422558385879,"March"
2026-03-08,0.0194476800202392,0.407473992975429,"March"
2026-03-09,0.0171799066872336,0.503760984679684,"March"
2026-03-10,0.0200229956326075,0.535802683141082,"March"
2026-03-11,0.0185390457184985,0.580646712053567,"March"
2026-03-12,0.0214998515881598,0.40510533968918,"March"
2026-03-13,0.0187471395661123,0.597815654147416,"March"
2026-03-14,0.018554453807883,0.460577524919063,"March"
2026-03-15,0.0203368794545531,0.587827680120245,"March"
2026-03-16,0.0224033436039463,0.537521516345441,"March"
2026-03-17,0.0172110293782316,0.489407398970798,"March"
2026-03-18,0.0191274611861445,0.563295627757907,"March"
2026-03-19,0.0176568668684922,0.407899839570746,"March"
2026-03-20,0.0212997305346653,0.547806337103248,"March"
2026-03-21,0.0168382849078625,0.469743898743764,"March"
2026-03-22,0.0236364411143586,0.565850164694711,"March"
2026-03-23,0.0224656800413504,0.507108278339729,"March"
2026-03-24,0.0216828464972787,0.45490907272324,"March"
2026-03-25,0.0211801787326112,0.560189642384648,"March"
2026-03-26,0.0187223806022666,0.418328938959166,"March"
2026-03-27,0.0202983568585478,0.566421554842964,"March"
2026-03-28,0.0237468234286644,0.455371014494449,"March"
2026-03-29,0.0208175009978004,0.550622019916773,"March"
2026-03-30,0.0233976776478812,0.59283051402308,"March"
2026-03-31,0.018124481649138,0.416293312003836,"March"
2026-04-01,0.0683316128887236,1.05630942394491,"April"
2026-04-02,0.0506007122434676,1.0406714651268,"April"
2026-04-03,0.0637737277615815,0.915552081377246,"April"
2026-04-04,0.0592515920195729,0.898279219702818,"April"
2026-04-05,0.0506013092584908,0.861481610895135,"April"
2026-04-06,0.0625836173910648,0.970814798795618,"April"
2026-04-07,0.0765275289211422,1.0664165571332,"April"
2026-04-08,0.076074975579977,0.958914227434434,"April"
2026-04-09,0.050966664860025,0.976087597035803,"April"
2026-04-10,0.0528593102563173,0.999720542761497,"April"
2026-04-11,0.0794256353750825,0.95896773757413,"April"
2026-04-12,0.064799732407555,0.952952869818546,"April"
2026-04-13,0.077492563566193,0.804848144273274,"April"
2026-04-14,0.0586613080929965,0.814312995481305,"April"
2026-04-15,0.0562733037304133,1.07880520476028,"April"
2026-04-16,0.066369212968275,1.03078566160984,"April"
2026-04-17,0.0460938646737486,0.860324184829369,"April"
2026-04-18,0.062914682328701,0.995078450115398,"April"
2026-04-19,0.0495490410737693,0.996130004711449,"April"
2026-04-20,0.0784943574573845,0.918576128431596,"April"
2026-04-21,0.0640546290390193,1.04369144856464,"April"
2026-04-22,0.060601189089939,0.96410702529829,"April"
2026-04-23,0.0561029336880893,1.06553979546297,"April"
2026-04-24,0.0752098616492003,0.96599419626873,"April"
2026-04-25,0.0545636745914817,1.07181443348527,"April"
2026-04-26,0.0515295712277293,0.976238410104998,"April"
2026-04-27,0.046825809404254,0.92703909529373,"April"
2026-04-28,0.0468868698552251,1.08487559689675,"April"
2026-04-29,0.0592817042209208,1.01271137103904,"April"
2026-04-30,0.0501185971405357,0.923991622426547,"April"
2026-05-01,0.048650191584602,0.805509225116111,"May"
2026-05-02,0.0669750555232167,0.970020224829204,"May"
2026-05-03,0.0419065450970083,0.947019035927951,"May"
2026-05-04,0.0680341234989464,1.06360220636707,"May"
2026-05-05,0.0540755455382168,1.04385580637027,"May"
2026-05-06,0.0563577599171549,1.0562299932586,"May"
2026-05-07,0.07283805295825,0.910368784330785,"May"
2026-05-08,0.0767542939260602,1.06218497385271,"May"
2026-05-09,0.0513011332042515,0.845401451434009,"May"
2026-05-10,0.0784441917482764,0.884543500910513,"May"
2026-05-11,0.069135777130723,1.00001154735219,"May"
2026-05-12,0.0674550032801926,1.09321507303976,"May"
2026-05-13,0.0421137577109039,0.974821920995601,"May"
2026-05-14,0.0558088053856045,0.95797702386044,"May"
2026-05-15,0.0591138151939958,0.818234667461366,"May"
2026-05-16,0.0624101305473596,1.09071165909991,"May"
2026-05-17,0.0679304637946189,0.836071138572879,"May"
2026-05-18,0.076627341536805,0.826508990302682,"May"
2026-05-19,0.0647340490948409,1.06422923447099,"May"
2026-05-20,0.0571368603501469,0.952511188923381,"May"
2026-05-21,0.0616832146886736,0.901248499192298,"May"
2026-05-22,0.0423391395434737,1.06830038763583,"May"
2026-05-23,0.0504342742823064,0.809591488423757,"May"
2026-05-24,0.0558860781323165,0.871168909221888,"May"
2026-05-25,0.0479097894672304,1.00594710533042,"May"
2026-05-26,0.0732771025132388,0.867745526996441,"May"
2026-05-27,0.0461154889129102,0.895548376441002,"May"
2026-05-28,0.0721367416810244,0.852195145026781,"May"
2026-05-29,0.0618730462621898,1.04042887510732,"May"
2026-05-30,0.0664927056804299,0.843884617392905,"May"
2026-05-31,0.0468679397553206,1.0468152174959,"May"
2026-06-01,0.0653222143929452,0.899299348588102,"June"
2026-06-02,0.0524747898709029,0.912250816356391,"June"
2026-06-03,0.0689821738563478,0.988923627138138,"June"
2026-06-04,0.0559575929865241,0.828990122908726,"June"
2026-06-05,0.0787742564454675,0.806598114594817,"June"
2026-06-06,0.0786959348246455,1.09791343410034,"June"
2026-06-07,0.069068101560697,0.975181653699838,"June"
2026-06-08,0.0502886698581278,1.03454691953957,"June"
2026-06-09,0.0488715173862874,1.06756883678027,"June"
2026-06-10,0.0637218260671943,1.02645963607356,"June"
2026-06-11,0.0507008572854102,1.09376111903694,"June"
2026-06-12,0.0612428159546107,0.813244120380841,"June"
2026-06-13,0.0714116668514907,1.07102026541252,"June"
2026-06-14,0.0467224324215204,1.05965024421457,"June"
2026-06-15,0.0561759672407061,1.0326222774107,"June"
2026-06-16,0.0588630511052907,0.913044925057329,"June"
2026-06-17,0.0747242722753435,0.812632414605469,"June"
2026-06-18,0.077028318233788,0.909323324495927,"June"
2026-06-19,0.0752791023720056,0.882125380937941,"June"
2026-06-20,0.0669674737006426,1.05514024421573,"June"
2026-06-21,0.078006679173559,0.908720513735898,"June"
2026-06-22,0.0606577957700938,0.891343337181024,"June"
2026-06-23,0.0630607608519494,1.02774060182273,"June"
2026-06-24,0.0534532482363284,1.0534503872972,"June"
2026-06-25,0.0538929852563888,0.937376468325965,"June"
2026-06-26,0.0408009720221162,1.01888949933928,"June"
2026-06-27,0.0601125218253583,0.831223590811715,"June"
2026-06-28,0.0748417365457863,0.865994953317568,"June"
2026-06-29,0.0402520313579589,1.08618537432048,"June"
2026-06-30,0.0428822849597782,1.0256112623727,"June"
2026-07-01,0.00149263367499225,0.263791076652706,"July"
2026-07-02,0.00331100222282112,0.183555420348421,"July"
2026-07-03,0.00320555291743949,0.218767698621377,"July"
2026-07-04,0.00391562690702267,0.259764711558819,"July"
2026-07-05,0.00239941713050939,0.277681730082259,"July"
2026-07-06,0.00122315353993326,0.177038318663836,"July"
2026-07-07,0.00294645437295549,0.118064416851848,"July"
2026-07-08,0.00327577950851992,0.225148727418855,"July"
2026-07-09,0.00141131824301556,0.249127243459225,"July"
2026-07-10,0.00218975378386676,0.117075691465288,"July"
2026-07-11,0.00167495598760434,0.160103522241116,"July"
2026-07-12,0.00117387568159029,0.222912431461737,"July"
2026-07-13,0.00218767806491815,0.250586411589757,"July"
2026-07-14,0.00119478489994071,0.283411426609382,"July"
2026-07-15,0.00167765929875895,0.195150101138279,"July"
2026-07-16,0.00116388732730411,0.213423893228173,"July"
2026-07-17,0.00301084611867554,0.247324069216847,"July"
2026-07-18,0.00189322534785606,0.27148948488757,"July"
2026-07-19,0.00130216474691406,0.281829300895333,"July"
2026-07-20,0.0012157122916542,0.111276445072144,"July"
2026-07-21,0.00364132170635276,0.200581660820171,"July"
2026-07-22,0.00326274220622145,0.17010895460844,"July"
2026-07-23,0.00344981766282581,0.269111224589869,"July"
2026-07-24,0.00394642112101428,0.261287032766268,"July"
2026-07-25,0.00131079893489368,0.12346624545753,"July"
2026-07-26,0.00129712548805401,0.242537310998887,"July"
2026-07-27,0.00339649483351968,0.147053771605715,"July"
2026-07-28,0.00335372579959221,0.114991350239143,"July"
2026-07-29,0.00102828971529379,0.287129229446873,"July"
2026-07-30,0.00333719764836133,0.131433565029874,"July"
2026-07-31,0.00318817195575684,0.229411470005289,"July"
2026-08-01,0.128903955584392,1.33470354923047,"August"
2026-08-02,0.124427324899007,1.30401480183937,"August"
2026-08-03,0.114699105541222,1.40426276926883,"August"
2026-08-04,0.110246465594973,1.31725557865575,"August"
2026-08-05,0.123573751826771,1.35660046921112,"August"
2026-08-06,0.124768799862359,1.38408698020503,"August"
2026-08-07,0.121687613346148,1.41745562483557,"August"
2026-08-08,0.123939978256822,1.46133888592012,"August"
2026-08-09,0.131398370021489,1.34039904177189,"August"
2026-08-10,0.111659057789948,1.3918849343434,"August"
2026-08-11,0.120643492925446,1.38962862277403,"August"
2026-08-12,0.134084368187469,1.44674955164082,"August"
2026-08-13,0.135071265110746,1.44295096211135,"August"
2026-08-14,0.117132482149173,1.46624439577572,"August"
2026-08-15,0.12061958307866,1.47731322417967,"August"
2026-08-16,0.135706562604755,1.49052891479805,"August"
2026-08-17,0.135612901214045,1.4101233443711,"August"
2026-08-18,0.118876863662153,1.40446715322323,"August"
2026-08-19,0.114411449737381,1.3341396510601,"August"
2026-08-20,0.131119761839509,1.39585431199521,"August"
2026-08-21,0.113114200646523,1.35076415929943,"August"
2026-08-22,0.111011833189987,1.3079561274033,"August"
2026-08-23,0.139982135838363,1.4269601019565,"August"
2026-08-24,0.111046244122554,1.40791218280792,"August"
2026-08-25,0.120151738512795,1.32802070998587,"August"
2026-08-26,0.13745191284921,1.35674235536717,"August"
2026-08-27,0.12851705808891,1.41660611904226,"August"
2026-08-28,0.118588560461067,1.33300517844036,"August"
2026-08-29,0.132133922090288,1.31926022213884,"August"
2026-08-30,0.135021629275288,1.38572261827067,"August"
2026-08-31,0.119428123412654,1.37115231314674,"August"
2026-09-01,0.0199256654782221,0.568986707972363,"September"
2026-09-02,0.0219737376621924,0.452026494732127,"September"
2026-09-03,0.0214146235398948,0.404628898436204,"September"
2026-09-04,0.021439229149837,0.572479907935485,"September"
2026-09-05,0.0247785340482369,0.466917592240498,"September"
2026-09-06,0.0191473533445969,0.526357774343342,"September"
2026-09-07,0.0161940477997996,0.509285251749679,"September"
2026-09-08,0.0202602966013364,0.475288898637518,"September"
2026-09-09,0.0172507335082628,0.437174603017047,"September"
2026-09-10,0.0198641176405363,0.485788118233904,"September"
2026-09-11,0.0187021479848772,0.526154719712213,"September"
2026-09-12,0.0248335018078797,0.504168470250443,"September"
2026-09-13,0.0188831911515445,0.531924267439172,"September"
2026-09-14,0.0172924484033138,0.545872186264023,"September"
2026-09-15,0.0212329754629172,0.497364574670792,"September"
2026-09-16,0.0163654019706883,0.47689132313244,"September"
2026-09-17,0.0246746949432418,0.401366701768711,"September"
2026-09-18,0.0201507180789486,0.400736845517531,"September"
2026-09-19,0.0166307032923214,0.598987288028002,"September"
2026-09-20,0.0212190229515545,0.421577376034111,"September"
2026-09-21,0.0248595416522585,0.483733831671998,"September"
2026-09-22,0.0216877151746303,0.543576909322292,"September"
2026-09-23,0.0191891589690931,0.54850782644935,"September"
2026-09-24,0.0182334499317221,0.574399764742702,"September"
2026-09-25,0.023352553199511,0.521573592210189,"September"
2026-09-26,0.0164381704363041,0.551240670261905,"September"
2026-09-27,0.0169281594688073,0.569448259612545,"September"
2026-09-28,0.0239673868264072,0.522555929794908,"September"
2026-09-29,0.0180811955430545,0.558644833555445,"September"
2026-09-30,0.0186330054351129,0.404570936691016,"September"
